id,user_id,friend_id
1,100000003027681,100011630233794
2,100000003027681,100012184142171
3,100000007709176,100000642306700
4,100000007709176,1142363633
5,100000010908431,100000505024702
6,100000010908431,100000877072129
7,100000010908431,100000886877442
8,100000010908431,100003327033785
9,100000010908431,100009445477264
10,100000010908431,100010192815127
11,100000010908431,100010358380991
12,100000010908431,1110906037
13,100000011418258,100005832013838
14,100000015315103,100000887475524
15,100000015315103,1204117542
16,100000015315103,570219347
17,100000022404746,100000039228634
18,100000022404746,100000079500985
19,100000022404746,100000093188045
20,100000022404746,100000175226243
21,100000022404746,100000454744805
22,100000022404746,100000475956468
23,100000022404746,100000671155244
24,100000022404746,100001336830535
25,100000022404746,100001600622356
26,100000022404746,100002739175377
27,100000022404746,100003065102114
28,100000022404746,100003578394855
29,100000022404746,100003880778934
30,100000022404746,100004001484811
31,100000022404746,100004234802673
32,100000022404746,100004365005356
33,100000022404746,100004715581282
34,100000022404746,100005699323240
35,100000022404746,100006105332648
36,100000022404746,100007410849739
37,100000022404746,100009110749189
38,100000022404746,100009445477264
39,100000022404746,100010358380991
40,100000022404746,1047678523
41,100000022404746,1108236020
42,100000022404746,1765854506
43,100000022404746,594046532
44,100000022404746,644098022
45,100000022975768,100000959494341
46,100000022975768,100002739175377
47,100000022975768,100004182555243
48,100000022975768,100010358380991
49,100000022975768,1281293215
50,100000022975768,1594731734
51,100000022975768,1634648887
52,100000024615431,100000170487833
53,100000024615431,100000584326443
54,100000024615431,100001199551257
55,100000024615431,1843251230
56,100000027094280,100000294785196
57,100000027094280,100001732002949
58,100000027094280,100002439536436
59,100000027094280,100002824013101
60,100000027094280,100003166677545
61,100000027094280,100003352684879
62,100000027094280,1482520174
63,100000027094280,1787628997
64,100000027094280,1799753538
65,100000027187804,100004948323305
66,100000027187804,1475750132
67,100000028326286,100000663769623
68,100000031942359,1044846245
69,100000032542618,100001861144166
70,100000050400109,100000187826779
71,100000050400109,100000274670282
72,100000050400109,100000475956468
73,100000050400109,100001061573156
74,100000050400109,100001147152124
75,100000050400109,100001600622356
76,100000050400109,100001611121575
77,100000050400109,100003115213221
78,100000050400109,100004109584853
79,100000050400109,100010358380991
80,100000050400109,1765854506
81,100000052893742,100001186875209
82,100000053102168,100000073756849
83,100000053102168,100000160942905
84,100000053102168,100000394324105
85,100000053102168,100000517833524
86,100000053102168,100001783115540
87,100000053102168,100003212351540
88,100000053102168,100003578394855
89,100000053102168,100007410849739
90,100000053102168,100010358380991
91,100000053102168,1108236020
92,100000053102168,656512911
93,100000062531574,100001783115540
94,100000062531574,100002220984374
95,100000062531574,100005818930281
96,100000062531574,100007354393146
97,100000062531574,600142450
98,100000062531574,696710990
99,100000065569768,100000187993566
100,100000065569768,1227678513
101,100000065569768,1254891587
102,100000065569768,1697670915
103,100000065569768,844152499
104,100000068882251,826897839
105,100000069392457,1765854506
106,100000071721023,100005148165604
107,100000071721023,100007836093586
108,100000074343625,100000218103463
109,100000074343625,100000443019796
110,100000074343625,100001245838240
111,100000074343625,100002963086979
112,100000074343625,100006543759376
113,100000074343625,100008191838069
114,100000074343625,1253562331
115,100000074343625,1753124381
116,100000088817005,100006119773531
117,100000091444517,100001672781402
118,100000093188045,100000022404746
119,100000093188045,100000175226243
120,100000093188045,100000443019796
121,100000093188045,100000475956468
122,100000093188045,100000671155244
123,100000093188045,100000971012080
124,100000093188045,100001336830535
125,100000093188045,100001984645241
126,100000093188045,100003327033785
127,100000093188045,100003880778934
128,100000093188045,100003883217220
129,100000093188045,100004234802673
130,100000093188045,100004715581282
131,100000093188045,100004920522903
132,100000093188045,100006266223499
133,100000093188045,100006582070132
134,100000093188045,100007293126551
135,100000093188045,100009110749189
136,100000093188045,1765854506
137,100000097370182,100000215542478
138,100000097370182,100000475956468
139,100000097370182,100001385296632
140,100000097370182,100002730020819
141,100000097370182,100002765783311
142,100000097370182,100003080193528
143,100000097370182,100006105332648
144,100000097370182,100010358380991
145,100000097370182,1060015428
146,100000097370182,1110906037
147,100000097370182,1310987646
148,100000097370182,1563834703
149,100000097370182,1765854506
150,100000097370182,505941841
151,100000097370182,630551646
152,100000097370182,639810168
153,100000100682831,100001103280293
154,100000100682831,100001861144166
155,100000105132804,1254891587
156,100000106295627,1666551774
157,100000106295627,1697700559
158,100000113184258,100000104815318
159,100000113184258,100000193684494
160,100000113184258,100008793043156
161,100000113184258,1503074366
162,100000113730568,100000200441471
163,100000124489701,100001776709193
164,100000124489701,100002865876477
165,100000127297937,1606004772
166,100000128181743,100000189544534
167,100000128181743,100000256538507
168,100000128181743,100000274670282
169,100000128181743,100000375049311
170,100000128181743,100000517833524
171,100000128181743,100000637798552
172,100000128181743,100000877072129
173,100000128181743,100000971012080
174,100000128181743,100001061573156
175,100000128181743,100001513621388
176,100000128181743,100001611121575
177,100000128181743,100001734506708
178,100000128181743,100001829973161
179,100000128181743,100002204995250
180,100000128181743,100002420942258
181,100000128181743,100003225898069
182,100000128181743,100003327033785
183,100000128181743,100003383529669
184,100000128181743,100003819103686
185,100000128181743,100004235584821
186,100000128181743,100005318442121
187,100000128181743,100006651499197
188,100000128181743,100007006482558
189,100000128181743,100007789659371
190,100000128181743,1057897270
191,100000128181743,1628356567
192,100000128181743,711523795
193,100000137624440,649717600
194,100000148213997,100002337234336
195,100000153190571,100004491219039
196,100000154373949,762693603
197,100000155665475,100000154961148
198,100000155665475,100001046012806
199,100000155665475,100004649110776
200,100000155665475,100005385992424
201,100000160942905,100000034092872
202,100000160942905,100000053102168
203,100000160942905,100000517833524
204,100000160942905,100000615980048
205,100000160942905,100001154445261
206,100000160942905,100002374074691
207,100000160942905,100003883217220
208,100000160942905,100010358380991
209,100000160942905,100011250122835
210,100000160942905,655172095
211,100000160942905,7955338
212,100000161385568,100000610535491
213,100000161385568,623843766
214,100000164365486,100000510720629
215,100000164365486,100008825946172
216,100000164365486,550149498
217,100000175815794,1802988986
218,100000185810386,100003732309746
219,100000197681026,100002489200298
220,100000201566558,100000309786797
221,100000201566558,100001073071306
222,100000201566558,100002071884485
223,100000201566558,100003519898172
224,100000201566558,100004554768306
225,100000201566558,1253562331
226,100000201841610,1485609851
227,100000201841610,562737767
228,100000205082172,100000180526457
229,100000205082172,100003449486320
230,100000209720620,100000296303263
231,100000209720620,100000297123677
