id,user_id,hotel_id,star
1,100000000581143,443915159044396,4
2,100000001838110,120125374732540,3
3,100000002604450,485786431445960,3
4,100000003027681,172095542845814,5
5,100000003911051,158689674204368,5
6,100000003911051,255163191262710,3
7,100000005145400,190547504292843,4
8,100000006414987,204179999622558,4
9,100000006542166,154417887804,1
10,100000006855693,172095542845814,4
11,100000007146226,186513324707814,5
12,100000007603931,158689674204368,5
13,100000007603931,178798805502805,4
14,100000007709176,244002889050025,5
15,100000008600060,1599698676934263,5
16,100000008634737,155415196088,4
17,100000008724871,120125374732540,3
18,100000008724871,155415196088,5
19,100000009684587,117843318367122,5
20,100000010908431,1502218643346817,5
21,100000011204996,1421838558069486,5
22,100000011204996,155415196088,5
23,100000012559110,154417887804,4
24,100000012755459,1571612506414924,5
25,100000014811515,309608585839366,4
26,100000015196329,178798805502805,4
27,100000015315103,155415196088,5
28,100000017724690,265312270305501,1
29,100000019952877,1479410105631173,5
30,100000020155049,120125374732540,4
31,100000020546297,182976228467232,4
32,100000020984894,202137749822421,3
33,100000021505552,485786431445960,1
34,100000022037301,120125374732540,5
35,100000022037301,166478613405345,3
36,100000022037301,211418062225555,4
37,100000022063998,211476462290972,4
38,100000022404746,116431445169619,5
39,100000022601707,143738609018931,3
40,100000022601707,211418062225555,2
41,100000022785607,386201611531603,5
42,100000024063754,172095542845814,5
43,100000024735342,138826162963301,4
44,100000026020478,671410232917210,5
45,100000027094280,211476462290972,5
46,100000027187804,276309149200455,5
47,100000028326286,211418062225555,5
48,100000028326286,220075471523469,3
49,100000028445480,755009684522390,5
50,100000029911648,237861679739114,4
51,100000031118991,159149310881264,3
52,100000031540532,211418062225555,4
53,100000032542618,120125374732540,3
54,100000033283940,1017426538344910,5
55,100000033283940,155415196088,1
56,100000033283940,158689674204368,5
57,100000035146893,294365914079840,5
58,100000035637671,189051491262185,4
59,100000036531306,155415196088,1
60,100000036531306,177852742263101,5
61,100000038383306,503706833117673,5
62,100000038509577,261151587357260,5
63,100000039016699,155415196088,5
64,100000041761699,155415196088,5
65,100000044977862,403621223042293,5
66,100000047238728,1599698676934263,5
67,100000056379390,154417887804,4
68,100000058854094,1031480000248186,5
69,100000059375848,159149310881264,5
70,100000062202920,395874417233821,5
71,100000062531574,347931698701255,5
72,100000068882251,255163191262710,5
73,100000069392457,981632381887437,5
74,100000075215666,359837074208336,5
75,100000075624269,164636565409,5
76,100000089250116,926555167359486,4
77,100000091444517,237861679739114,3
78,100000093188045,203528426326312,5
79,100000094177915,869029879802845,5
80,100000095341808,155415196088,2
81,100000097370182,133247926884581,5
82,100000097370182,317492115048091,5
83,100000097370182,942298092461813,5
84,100000106794677,972516892810156,5
85,100000109242705,702022549851551,5
86,100000111249274,172095542845814,5
87,100000113629869,117843318367122,5
88,100000113730568,208028559374693,5
89,100000113872361,485786431445960,3
90,100000114544894,480461572136306,5
91,100000118915260,718546104840255,5
92,100000121969738,110449969042552,5
93,100000124489701,261151587357260,5
94,100000125409787,212192215580475,3
95,100000126147709,386201611531603,5
96,100000127297937,105713669505240,4
97,100000127669464,1431622807089649,5
98,100000128056102,314116302056158,4
99,100000128435753,1599698676934263,5
100,100000132415536,153930936150,5
101,100000136110802,502860436485487,5
102,100000137011807,155415196088,5
103,100000139578020,323940062859,5
104,100000141018167,135324866614935,5
105,100000144997927,1571612506414924,5
106,100000146165402,323940062859,5
107,100000147078732,237861679739114,5
108,100000148213997,147611895600078,5
109,100000153190571,255163191262710,3
110,100000154373949,347931698701255,5
111,100000154662520,156320851099698,5
112,100000155665475,117843318367122,5
113,100000156029023,482908588388162,5
114,100000156286617,1571612506414924,5
115,100000158454359,323940062859,4
116,100000160942905,359837074208336,5
117,100000161385568,158689674204368,5
118,100000161385568,172095542845814,5
119,100000161499311,1599698676934263,5
120,100000162001802,411066462403202,5
121,100000164365486,380393478720744,5
122,100000169534412,237861679739114,5
123,100000174569388,153930936150,5
124,100000175226243,308846225876171,5
125,100000180426543,64407053782,5
126,100000180526457,155415196088,5
127,100000182504697,1417201508570124,5
128,100000182911565,548968341864875,4
129,100000185810386,1650963588453980,5
130,100000187826779,177852742263101,5
131,100000187826779,255163191262710,5
132,100000187826779,327077964007173,5
133,100000187826779,485786431445960,5
134,100000187993566,1236156129733715,5
135,100000189544534,1408835689351854,3
136,100000190516772,462266583941871,5
137,100000193684494,120230848080105,5
138,100000193684494,160393637349239,5
139,100000193684494,755009684522390,5
140,100000196205032,443915159044396,5
141,100000197113223,1402376883388507,5
142,100000197681026,244002889050025,4
143,100000198574483,340415042822036,5
144,100000200201921,269514643174666,5
145,100000200441471,159149310881264,5
146,100000202386854,579557175450439,5
147,100000203088727,485786431445960,5
148,100000203716905,936624199834683,5
149,100000203822149,1439591133005014,5
150,100000204015308,485786431445960,5
151,100000205145180,323940062859,5
152,100000205505459,294365914079840,5
153,100000205868434,1599698676934263,5
154,100000206175443,211418062225555,4
155,100000209720620,144840492244832,5
156,100000209720620,208028559374693,4
157,100000209720620,443065779144867,4
158,100000209720620,560665447322079,4
159,100000210991837,1599698676934263,5
160,100000212212224,151462301571537,5
161,100000213250776,155415196088,5
162,100000214750957,208028559374693,5
163,100000215542478,1486141631617711,5
164,100000217581643,411461885661959,5
165,100000218218086,595185820539511,5
166,100000219526555,155415196088,5
167,100000227956283,155415196088,5
168,100000230375021,132386763492259,4
169,100000231436157,937116373005616,5
170,100000232078060,1502218643346817,5
171,100000232783322,214050905441687,5
172,100000237665453,718546104840255,5
173,100000237783119,159149310881264,4
174,100000239691147,153742338002382,5
175,100000243130691,323940062859,3
176,100000246334862,315714985299528,1
177,100000248211576,395874417233821,5
178,100000248760305,159149310881264,3
179,100000254888202,153930936150,5
180,100000258270676,208028559374693,5
181,100000260265023,668685499870559,5
182,100000262697327,313922805328424,4
183,100000264935665,323940062859,1
184,100000265988048,1571612506414924,5
185,100000267437133,153930936150,5
186,100000267858725,601016283343958,5
187,100000268489214,480461572136306,5
188,100000271472093,461300670678750,5
189,100000272390140,755009684522390,5
190,100000275038806,211418062225555,5
191,100000277496585,467851863409688,5
192,100000280986256,323940062859,5
193,100000281558580,164636565409,5
194,100000283786086,715133925244500,5
195,100000284681187,265312270305501,1
196,100000294952685,105713669505240,5
197,100000295889042,321382084661497,4
198,100000296303263,237861679739114,5
199,100000296324115,1571612506414924,5
200,100000298189952,323940062859,5
201,100000299227050,629237600450474,4
202,100000299359679,125187904254346,4
203,100000299359679,356423114399667,5
204,100000299359679,386201611531603,5
205,100000301298217,323940062859,5
206,100000302823419,308846225876171,5
207,100000308786229,117843318367122,5
208,100000309786797,159149310881264,5
209,100000310105520,155415196088,5
210,100000314622333,620354171357517,4
211,100000316874700,929778327061583,5
212,100000316916112,954910091191058,5
213,100000317419734,664463123648005,5
214,100000320225531,631187810227407,5
215,100000320688523,1532170243748316,5
216,100000323460991,155415196088,5
217,100000332084988,237861679739114,5
218,100000333363110,151462301571537,5
219,100000338833073,1479410105631173,5
220,100000339609320,373884852802926,5
221,100000342243062,323940062859,5
222,100000344841057,189209361267196,5
223,100000352367916,323940062859,3
224,100000353634460,343606679138879,5
225,100000357222380,463578457148999,3
226,100000357441871,620354171357517,4
227,100000359517051,172095542845814,5
228,100000361353321,125187904254346,5
229,100000372097508,485786431445960,4
230,100000372349809,485786431445960,5
231,100000372409278,417346401631445,5
232,100000373268092,273791662667573,1
233,100000376149288,244002889050025,5
234,100000376485295,1641867359375840,5
235,100000376931511,159149310881264,5
236,100000385743083,973241522755751,5
237,100000387923841,587061914673794,1
238,100000392109854,485786431445960,5
239,100000392633667,1417201508570124,5
240,100000401709621,237861679739114,5
241,100000408928996,220075471523469,5
242,100000411600897,1639889169610412,5
243,100000414590955,159149310881264,5
244,100000415114401,208028559374693,4
245,100000415164509,1110145009064097,5
246,100000419441959,440699882708692,5
247,100000419470239,179007188862336,3
248,100000419470239,235635661555,3
249,100000420952875,155155304551627,5
250,100000424590303,485786431445960,5
251,100000440136062,323940062859,5
252,100000441650898,323940062859,5
253,100000442948814,766069070177769,5
254,100000445901478,323940062859,3
255,100000446076393,172095542845814,4
256,100000446695164,1446389425666881,5
257,100000449301697,1599698676934263,5
258,100000450836922,1571612506414924,5
259,100000452034964,189209361267196,5
260,100000453371850,1599698676934263,5
261,100000465458576,1571612506414924,5
262,100000468044208,850047381738094,5
263,100000473146298,929778327061583,5
264,100000475956468,186513324707814,5
265,100000475956468,519399018232985,5
266,100000478155810,1599698676934263,5
267,100000478475970,462266583941871,4
268,100000478596162,404504799581024,5
269,100000478702084,323940062859,4
270,100000481293995,1571612506414924,5
271,100000483690847,373884852802926,5
272,100000484309499,323940062859,3
273,100000486485344,116431445169619,5
274,100000490232774,323940062859,4
275,100000490538158,463020013807000,5
276,100000490538158,667826629949888,5
277,100000499538487,1571612506414924,5
278,100000505024702,715228075229036,5
279,100000505997036,323940062859,4
280,100000508580369,323940062859,5
281,100000508978687,1070723119658555,5
282,100000510720629,380393478720744,5
283,100000516152018,314116302056158,5
284,100000517833524,850047381738094,5
285,100000518751905,1486141631617711,5
286,100000520662992,485786431445960,5
287,100000523006531,125187904254346,5
288,100000523352083,1571612506414924,5
289,100000524321454,668685499870559,5
290,100000534176829,321382084661497,4
291,100000540110220,713821132013725,5
292,100000550722096,323940062859,5
293,100000555115335,105713669505240,4
294,100000557086677,323940062859,5
295,100000560215445,1452357201686673,5
296,100000560373322,154417887804,4
297,100000565100486,1430101293925015,5
298,100000569987631,502860436485487,5
299,100000578583645,294101497297215,5
300,100000579036875,587061914673794,5
301,100000581923552,147680342090458,5
302,100000585930177,323940062859,5
303,100000590071725,808997689166234,5
304,100000597075136,1011425698944887,5
305,100000599706915,307887762562072,5
306,100000603379546,151462301571537,5
307,100000605558273,155415196088,4
308,100000606575905,323940062859,5
309,100000608978968,1070723119658555,5
310,100000609208444,155415196088,4
311,100000609208444,211418062225555,4
312,100000609208444,221227567924906,3
313,100000610132531,323940062859,5
314,100000613708894,1599698676934263,5
315,100000614467904,1571612506414924,5
316,100000615980048,869029879802845,5
317,100000618298605,469965193057993,5
318,100000619275066,1402376883388507,5
319,100000631642469,208028559374693,5
320,100000633337064,1641867359375840,5
321,100000637753213,155415196088,4
322,100000639595446,1571612506414924,5
323,100000649475253,208028559374693,5
324,100000659781431,158689674204368,2
325,100000663769623,314116302056158,5
326,100000666941649,1599698676934263,5
327,100000667467230,323940062859,5
328,100000677735062,1017426538344910,5
329,100000683538400,323940062859,5
330,100000684983522,937116373005616,5
331,100000687990311,640106616045345,4
332,100000692580727,1571612506414924,5
333,100000695162458,323940062859,5
334,100000698141752,217691105052968,4
335,100000699321577,323940062859,4
336,100000699691027,323940062859,3
337,100000701289508,323940062859,5
338,100000706802253,323940062859,5
339,100000710739811,372832266226334,5
340,100000713275238,1673394289542542,5
341,100000719253103,1470426779871002,4
342,100000720458774,705451069470296,5
343,100000722596326,467851863409688,5
344,100000730500106,664463123648005,4
345,100000731718546,105713669505240,5
346,100000735842980,662404743778256,4
347,100000736331589,1517887281761033,5
348,100000736569033,595185820539511,5
349,100000741820771,208028559374693,5
350,100000743987603,116431445169619,5
351,100000760700677,755009684522390,5
352,100000767123248,208028559374693,5
353,100000769166347,105713669505240,5
354,100000776897267,323940062859,5
355,100000779048112,323940062859,5
356,100000788127502,116431445169619,5
357,100000792472155,1628854994067175,5
358,100000810083170,560665447322079,5
359,100000814788900,439921372737138,5
360,100000823193454,294365914079840,4
361,100000824154161,177852742263101,5
362,100000832309403,154417887804,5
363,100000843424836,323940062859,5
364,100000846077971,469965193057993,5
365,100000855962896,186513324707814,5
366,100000860094064,1495601260767666,5
367,100000860330279,153977564805074,5
368,100000861415627,620354171357517,5
369,100000877072129,605738479519955,5
370,100000878311758,1571612506414924,5
371,100000886075421,403621223042293,5
372,100000886467308,343606679138879,5
373,100000886782853,323940062859,5
374,100000887475524,523367444407994,5
375,100000889445076,432709946920057,5
376,100000908186029,1486141631617711,5
377,100000929046495,219178058280346,5
378,100000930189515,525045287564418,5
379,100000969833042,172095542845814,1
380,100000971012080,1402053123339962,5
381,100000971012080,366146210112584,2
382,100000977786814,117843318367122,5
383,100000980827709,159149310881264,5
384,100000984065403,255163191262710,5
385,100000986980889,244002889050025,1
386,100000992328943,1417201508570124,5
387,100000997061036,620354171357517,5
388,100001000403816,371017579635682,5
389,100001001008710,211486302212720,5
390,100001010562228,485786431445960,1
391,100001017743059,1571612506414924,5
392,100001020338275,1678659992376911,5
393,100001029637350,1495601260767666,5
394,100001034899839,307887762562072,5
395,100001036962807,620354171357517,5
396,100001042452207,211418062225555,4
397,100001044919116,1417201508570124,5
398,100001050448697,1417201508570124,5
399,100001061573156,934796066554490,5
400,100001073071306,159149310881264,5
401,100001074840096,155415196088,5
402,100001074840096,158689674204368,5
403,100001089466195,1571612506414924,5
404,100001103695796,1599698676934263,5
405,100001107802876,120230848080105,5
406,100001112316421,155415196088,5
407,100001118611222,939570162735921,1
408,100001130412668,1571612506414924,5
409,100001132396972,850047381738094,5
410,100001135916578,664463123648005,5
411,100001144747670,359010427525572,5
412,100001147152124,818782241570861,5
413,100001147504083,154417887804,5
414,100001147648334,355318834582376,5
415,100001151983734,904091652983396,5
416,100001156650230,323940062859,4
417,100001157970514,148592598530893,5
418,100001157973815,105713669505240,5
419,100001164343824,1609099752674729,5
420,100001175798385,177852742263101,4
421,100001179932002,179109095503730,3
422,100001183822113,826790944101836,5
423,100001186265904,563012193831981,4
424,100001186875209,561051297367095,5
425,100001205217180,155155304551627,5
426,100001205521683,1599698676934263,5
427,100001211029412,670533439634662,4
428,100001211479092,485786431445960,5
429,100001214020919,554813327899264,5
430,100001229906490,158689674204368,3
431,100001229906490,211418062225555,3
432,100001236394012,213802148654012,5
433,100001237311049,1510039339289192,5
434,100001241832180,485786431445960,4
435,100001245838240,1070723119658555,5
436,100001247560826,323940062859,5
437,100001257015722,443124975755977,5
438,100001276477282,213802148654012,5
439,100001280053287,937116373005616,5
440,100001292307069,213802148654012,5
441,100001292453277,303758469717843,4
442,100001300375832,1599698676934263,5
443,100001303770837,177852742263101,5
444,100001303770837,485786431445960,1
445,100001309376844,160766727622845,5
446,100001317366615,315714985299528,1
447,100001322394506,155415196088,4
448,100001322394506,164636565409,5
449,100001335312521,172095542845814,5
450,100001335317933,387811564616084,5
451,100001336830535,199803783484957,5
452,100001338902852,1417201508570124,5
453,100001343790521,64407053782,5
454,100001344950825,629237600450474,5
455,100001351271211,204179999622558,4
456,100001352337798,1533464686903010,5
457,100001352487072,164636565409,5
458,100001358193335,255163191262710,5
