id,user_id,hotel_id,star
459,100001358360318,286328794792713,5
460,100001364307364,1417201508570124,5
461,100001373306966,579557175450439,5
462,100001373619118,463225037170229,5
463,100001376660672,153930936150,5
464,100001380404596,210824802405318,1
465,100001380631278,440699882708692,5
466,100001382024650,125187904254346,5
467,100001382943023,172095542845814,5
468,100001384881131,117843318367122,5
469,100001393765069,245770268911414,5
470,100001398144046,482696451814053,4
471,100001406926703,125187904254346,1
472,100001413945553,485786431445960,5
473,100001426419447,1635432630065921,5
474,100001427629931,211476462290972,5
475,100001427629931,265312270305501,5
476,100001429386345,1641113002774786,5
477,100001437096610,1031480000248186,5
478,100001437538808,1486141631617711,2
479,100001441938607,186513324707814,5
480,100001448486935,155415196088,5
481,100001458263254,808997689166234,5
482,100001460578008,1446389425666881,4
483,100001461908303,795745997156961,5
484,100001463089996,1571612506414924,5
485,100001471849353,1599698676934263,5
486,100001482857591,179109095503730,5
487,100001484022098,159149310881264,5
488,100001492873184,159149310881264,5
489,100001494842356,324206391042358,4
490,100001496363383,117843318367122,5
491,100001498496006,235231583475447,5
492,100001508032831,273791662667573,5
493,100001508516419,1533464686903010,5
494,100001508516419,172095542845814,4
495,100001513621388,395874417233821,5
496,100001520953712,1470515046537744,5
497,100001526883435,303758469717843,5
498,100001526898296,153977564805074,5
499,100001528939817,1599698676934263,5
500,100001530998779,485786431445960,5
501,100001541284719,1402376883388507,5
502,100001545957764,875179239239325,5
503,100001548932994,117843318367122,5
504,100001549334435,125187904254346,5
505,100001553058979,117843318367122,5
506,100001557799412,110449969042552,5
507,100001560361967,1417201508570124,5
508,100001562739786,713821132013725,5
509,100001563191414,172095542845814,4
510,100001567260321,258388887666871,5
511,100001573170542,189209361267196,5
512,100001582207488,1571612506414924,5
513,100001583959960,1599698676934263,5
514,100001588634391,1532170243748316,5
515,100001590413761,303758469717843,5
516,100001591562218,208028559374693,1
517,100001591751323,222601121190472,5
518,100001597372689,184373381695254,5
519,100001598546521,620354171357517,5
520,100001598905334,1417201508570124,5
521,100001600332112,1417201508570124,5
522,100001600622356,117843318367122,5
523,100001605041593,286328794792713,5
524,100001606565162,211418062225555,5
525,100001611628578,208028559374693,5
526,100001630313958,605738479519955,5
527,100001633794974,1502218643346817,5
528,100001634124428,1635432630065921,5
529,100001638652557,129211230546960,5
530,100001639309938,135324866614935,5
531,100001642863263,221652474655457,5
532,100001646327683,164636565409,5
533,100001660911931,323940062859,5
534,100001664680356,950863758336907,5
535,100001666335248,117843318367122,5
536,100001666335248,153930936150,5
537,100001666823383,237547776333590,4
538,100001668526063,373884852802926,5
539,100001672781402,1639889169610412,5
540,100001675810593,443124975755977,5
541,100001678793086,159149310881264,2
542,100001679222899,129211230546960,5
543,100001682763431,360146510790751,1
544,100001686859858,1599698676934263,5
545,100001687973470,1417201508570124,5
546,100001692577705,317492115048091,5
547,100001694628536,125187904254346,5
548,100001699716210,171189606583225,5
549,100001708022691,485786431445960,5
550,100001709797412,1402376883388507,4
551,100001710847078,164636565409,1
552,100001715021829,705451069470296,5
553,100001722331572,117843318367122,5
554,100001730411489,172095542845814,4
555,100001732002949,1513021542254541,5
556,100001732269559,1446389425666881,4
557,100001732717397,1417201508570124,5
558,100001738580486,153930936150,5
559,100001739254331,1650963588453980,5
560,100001747696865,815389731877054,4
561,100001749722838,355318834582376,5
562,100001752286879,208028559374693,5
563,100001755609579,1502218643346817,5
564,100001756200665,1533464686903010,5
565,100001758205997,177852742263101,4
566,100001765288412,1486141631617711,5
567,100001767829012,485786431445960,5
568,100001784987554,1446389425666881,5
569,100001786171917,1417201508570124,5
570,100001788107495,387811564616084,5
571,100001790328256,1437747696466053,5
572,100001816599867,210824802405318,5
573,100001818536272,159149310881264,5
574,100001819269129,1408835689351854,5
575,100001822633961,235635661555,5
576,100001831700672,1599698676934263,5
577,100001847692039,1571612506414924,5
578,100001847913223,115027925337882,5
579,100001847913223,783763321703579,5
580,100001856437124,439921372737138,5
581,100001856613087,158689674204368,5
582,100001857387072,1236156129733715,5
583,100001857906991,313922805328424,5
584,100001858336568,400664656674940,5
585,100001860811971,662404743778256,5
586,100001861144166,214050905441687,2
587,100001861762064,343606679138879,4
588,100001862587747,360146510790751,5
589,100001868065103,155415196088,5
590,100001876922151,208028559374693,5
591,100001883221536,323940062859,4
592,100001883515429,1639889169610412,5
593,100001886298890,1031480000248186,5
594,100001887873603,313922805328424,5
595,100001889998202,981632381887437,5
596,100001891591957,1430179450611070,4
597,100001901980139,315714985299528,5
598,100001906529239,372832266226334,5
599,100001910063418,323940062859,5
600,100001913598791,1417201508570124,4
601,100001915176239,219178058280346,5
602,100001915465735,323940062859,5
603,100001927096613,305305996195134,5
604,100001934884830,1599698676934263,5
605,100001943816133,954910091191058,4
606,100001945585533,164636565409,5
607,100001945637633,286328794792713,4
608,100001993041910,439552472727698,5
609,100002005950214,105713669505240,5
610,100002006166197,450681628312641,5
611,100002023041656,502860436485487,2
612,100002029145183,323940062859,3
613,100002040315377,875179239239325,5
614,100002051096555,440699882708692,5
615,100002068708844,153930936150,1
616,100002068708844,294365914079840,5
617,100002074555847,1609099752674729,5
618,100002075240390,1571612506414924,5
619,100002078076563,1417201508570124,5
620,100002083347837,210824802405318,5
621,100002086383319,164636565409,4
622,100002097806379,403972803117386,5
623,100002108667035,265312270305501,5
624,100002114225804,1424009947843059,5
625,100002117640992,1673394289542542,5
626,100002119511273,1070723119658555,5
627,100002121026892,386201611531603,5
628,100002152168566,1639889169610412,5
629,100002155621436,159149310881264,5
630,100002187795380,480461572136306,5
631,100002188255130,105713669505240,5
632,100002189348032,164636565409,4
633,100002193972053,1571612506414924,5
634,100002203624555,105713669505240,5
635,100002204995250,480461572136306,5
636,100002204995250,512530622166649,5
637,100002204995250,823389174409651,5
638,100002206218166,209473922596356,5
639,100002208317165,155415196088,5
640,100002217019166,125187904254346,4
641,100002233695729,132386763492259,5
642,100002263438520,1513021542254541,3
643,100002264465272,293947680762224,5
644,100002265161610,323940062859,5
645,100002269857890,125187904254346,3
646,100002275160605,1454144494900698,5
647,100002279987013,485786431445960,5
648,100002308810462,323940062859,5
649,100002311853181,489938871070471,5
650,100002313245135,485786431445960,5
651,100002328647991,605738479519955,4
652,100002328871773,347931698701255,5
653,100002336090767,1424009947843059,5
654,100002337234336,147611895600078,5
655,100002337275798,443124975755977,5
656,100002342769903,1599698676934263,5
657,100002346431692,137450959610835,4
658,100002348108655,1437747696466053,4
659,100002350224111,431212090226675,5
660,100002352022848,815389731877054,5
661,100002354915202,155415196088,3
662,100002354915202,158689674204368,5
663,100002362508077,1017426538344910,5
664,100002368261357,655465514521111,5
665,100002374074691,359837074208336,5
666,100002375590481,262929017175213,4
667,100002386552300,116431445169619,5
668,100002386552300,117843318367122,5
669,100002386552300,120230848080105,5
670,100002386552300,1408835689351854,5
671,100002386552300,1439591133005014,5
672,100002386552300,1486141631617711,5
673,100002386552300,153977564805074,5
674,100002386552300,155415196088,5
675,100002386552300,158689674204368,5
676,100002386552300,159319357432792,5
677,100002386552300,161719933937426,5
678,100002386552300,164443800279534,5
679,100002386552300,164636565409,5
680,100002386552300,166478613405345,5
681,100002386552300,168130960003446,5
682,100002386552300,182147415149455,5
683,100002386552300,182976228467232,5
684,100002386552300,184104295002919,5
685,100002386552300,186513324707814,5
686,100002386552300,204179999622558,5
687,100002386552300,207161862741164,5
688,100002386552300,211418062225555,5
689,100002386552300,213011165430942,5
690,100002386552300,233138226821503,5
691,100002386552300,235635661555,5
692,100002386552300,255163191262710,5
693,100002386552300,265312270305501,5
694,100002386552300,273791662667573,5
695,100002386552300,294101497297215,5
696,100002386552300,303758469717843,5
697,100002386552300,305305996195134,5
698,100002386552300,313922805328424,5
699,100002386552300,355318834582376,5
700,100002386552300,359010427525572,5
701,100002386552300,366422206777847,5
702,100002386552300,404504799581024,5
703,100002386552300,405037762927149,5
704,100002386552300,411461885661959,5
705,100002386552300,411845165690534,5
706,100002386552300,443915159044396,5
707,100002386552300,450653978389027,5
708,100002386552300,465704200150560,5
709,100002386552300,469965193057993,5
710,100002386552300,485786431445960,5
711,100002386552300,518898878175981,5
712,100002386552300,640106616045345,5
713,100002386552300,662404743778256,5
714,100002386552300,667826629949888,5
715,100002386552300,670533439634662,5
716,100002386552300,755009684522390,5
717,100002405726545,315714985299528,5
718,100002417824992,620354171357517,4
719,100002420942258,371017579635682,5
720,100002432018603,233134410079643,5
721,100002434908820,133247926884581,5
722,100002435264787,498946276938344,5
723,100002439536436,153977564805074,5
724,100002439536436,158689674204368,5
725,100002441067496,450653978389027,5
726,100002459327214,153930936150,5
727,100002473342301,164636565409,5
728,100002475514115,1379083872319465,5
729,100002476074059,154417887804,4
730,100002479243339,605738479519955,5
731,100002483833267,164636565409,5
732,100002491791486,1452357201686673,5
733,100002499986404,153930936150,4
734,100002522626184,323940062859,5
735,100002524539706,463578457148999,5
736,100002526882641,211476462290972,5
737,100002529161181,715228075229036,4
738,100002569320128,929778327061583,5
739,100002569628180,443915159044396,5
740,100002572084234,211418062225555,4
741,100002574135258,1571612506414924,5
742,100002577300044,323940062859,5
743,100002583418313,305305996195134,5
744,100002601314820,159149310881264,4
745,100002604584031,523367444407994,5
746,100002614980807,485786431445960,5
747,100002619443556,315714985299528,5
748,100002621631436,155415196088,5
749,100002621631436,158689674204368,5
750,100002621631436,177852742263101,5
751,100002621631436,211418062225555,5
752,100002621631436,255163191262710,5
753,100002621631436,305305996195134,5
754,100002623544597,404504799581024,5
755,100002633547852,117843318367122,5
756,100002638744652,662404743778256,4
757,100002650450293,1486141631617711,5
758,100002671724328,153742338002382,5
759,100002678389702,172095542845814,5
760,100002681901714,265312270305501,5
761,100002681974412,120230848080105,5
762,100002692395181,437893912931738,1
763,100002703937662,125187904254346,5
764,100002705665360,308846225876171,5
765,100002716732566,1437932199754399,5
766,100002720036994,467851863409688,5
767,100002723308093,117843318367122,4
768,100002726142573,443915159044396,4
769,100002727356609,159149310881264,5
770,100002738448355,1641113002774786,5
771,100002739175377,120477108108421,5
772,100002739175377,1525024751057588,5
773,100002742979857,523367444407994,5
774,100002752183583,273791662667573,5
775,100002762714938,164636565409,2
776,100002769242150,631187810227407,5
777,100002771788104,482696451814053,1
778,100002778591576,485786431445960,5
779,100002790294151,158689674204368,5
780,100002790294151,579557175450439,5
781,100002797716759,177852742263101,5
782,100002804561319,1446389425666881,5
783,100002816509259,155415196088,5
784,100002822781677,237547776333590,5
785,100002824013101,211476462290972,5
786,100002824266807,664463123648005,5
787,100002825010313,1417201508570124,5
788,100002831637846,202137749822421,5
789,100002840308149,120230848080105,5
790,100002841078281,523578154464021,5
791,100002841184878,485786431445960,4
792,100002841202016,485786431445960,5
793,100002845083008,1650963588453980,5
794,100002856319716,1560190850934444,5
795,100002856594952,153930936150,4
796,100002860553567,144823785656129,5
797,100002865876477,212192215580475,5
798,100002873767520,485786431445960,5
799,100002881419376,195282733860224,4
800,100002882151551,1678659992376911,5
801,100002885037824,1495601260767666,5
802,100002890258518,261151587357260,5
803,100002893840779,246640222159767,5
804,100002899180696,1417201508570124,5
805,100002901942887,159149310881264,5
806,100002904339878,212192215580475,5
807,100002905549708,233134410079643,3
808,100002914791691,153930936150,5
809,100002914977852,1417201508570124,5
810,100002917045373,153977564805074,5
811,100002928881328,904091652983396,5
812,100002933786596,334600223274360,5
813,100002940471534,467851863409688,5
814,100002942553225,365683270164409,5
815,100002944530407,463225037170229,5
816,100002948241908,788946041174020,5
817,100002948308153,617228808414142,5
818,100002949049199,159149310881264,5
819,100002952541299,317492115048091,5
820,100002958097386,347931698701255,5
821,100002959773775,135324866614935,5
822,100002960150768,154417887804,3
823,100002963809125,208028559374693,5
824,100002967866139,467851863409688,5
825,100002986253818,755009684522390,5
826,100002990021523,159149310881264,4
827,100003009320470,164636565409,5
828,100003011093626,211476462290972,5
829,100003013898745,159149310881264,5
830,100003014155074,194338064012794,5
831,100003015565591,1635432630065921,5
832,100003017260021,1599698676934263,5
833,100003020749776,159149310881264,5
834,100003024574478,208028559374693,5
835,100003026775606,617228808414142,5
836,100003028536100,715228075229036,5
837,100003028811639,159149310881264,5
838,100003033195826,164636565409,5
839,100003033195826,485786431445960,1
840,100003034588423,308846225876171,5
841,100003042619867,1470515046537744,5
842,100003048414836,386201611531603,5
843,100003057961992,1454144494900698,5
844,100003060233648,158689674204368,5
845,100003060233648,177852742263101,5
846,100003074222493,154417887804,3
847,100003082631924,125187904254346,5
848,100003083124226,1639889169610412,5
849,100003086962221,161719933937426,2
850,100003087556194,159149310881264,5
851,100003099900230,116431445169619,5
852,100003100019283,1502218643346817,5
853,100003100131695,153930936150,5
854,100003103968234,125187904254346,5
855,100003106638209,164636565409,5
856,100003113961224,1430179450611070,5
857,100003115213221,313922805328424,5
858,100003116875296,135324866614935,5
859,100003117996588,1682414491982135,5
860,100003129484520,125187904254346,5
861,100003130055433,1486141631617711,5
862,100003135945004,159149310881264,3
863,100003139801890,323940062859,5
864,100003149003769,409665505900094,5
865,100003154186622,125187904254346,5
866,100003157915511,237861679739114,5
867,100003159162808,437893912931738,5
868,100003162044350,159149310881264,3
869,100003163134146,1452357201686673,5
870,100003168399017,485786431445960,4
