hotel_id,name,address,link
151462301571537,Hanoi Elegance Ruby,"3 Yên Thái, Hàng Gai, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/Hanoi-Elegance-Ruby-151462301571537/
1515742982001621,Capsule Vietnam,"60 Ngo Huyen, Hà Nội, HANOI CITY 110211, Vietnam",https://www.facebook.com/capsulevietnam/
1517887281761033,Khách sạn Bamboo,"32 Hang Be, Ha Noi",https://www.facebook.com/bamboohotelhanoi/
1525024751057588,Khách sạn Golden Orchhotel_id,"34 Hàng Tre, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/goldenorchhotel_idhotel/
1532170243748316,Khách sạn La Selva Hà Nội,"57 Lò Sũ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/hanoilaselvahotel/
1533464686903010,Green Coco Homestay,"113, Nguyễn Trường Tộ, Sơn Phong, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/GreenCoCo.Homestay/
153742338002382,H81,"71 Jalan Sultan, Singapo",https://www.facebook.com/H81Heritage/
153930936150,Furama Resort Danang,"Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",https://web.facebook.com/furamaresort/
153977564805074,Hanoi Glance,"48 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/hanoiglancehotel/
154117101421891,Authentic Hanoi,"13 Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/pages/Authentic-Hanoi-Hotel/154117101421891
154417887804,Golden Dragon,"88 R., 78 R. de Malaca, Macau",https://web.facebook.com/GoldenDragonHotel/
155155304551627,Khách sạn Golden Land,"31 Hàng Mành, Hàng Gai, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/Golden-Land-Hotel-Hanoi-155155304551627/
155415196088,Intercontinental Hanoi Westlake,"1a Nghi Tam, Tay Ho, Hà Nội, 000000, Vietnam",https://www.facebook.com/intercontinentalhanoiwestlake/
1560190850934444,Khách sạn Dragon Airport,"T2, Việt Nam, Nhà ga T1, Noi Bai International Airport, Sóc Sơn, Hà Nội, Vietnam",https://www.facebook.com/dragonairporthotel/
1560882577459623,https://www.facebook.com/edenhoianhomestay/,"487 Cua Dai Street, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/edenhoianhomestay/
1562513834011933,Jungle Boss Homestay,"ĐT20, Phong NHA, Sơn Trạch, Bố Trạch, Quảng Bình, Vietnam",https://www.facebook.com/Jungle-Boss-Homestay-1562513834011933/
156320851099698,Eena  Da Nang,"Loseby, Phước Mỹ, Sơn Trà, Đà Nẵng, Vietnam",https://www.facebook.com/pages/EENA-Hotel/156320851099698
1565114553727067,"Khách sạn Mường Thanh Hà Nội Centre""","78 Thợ Nhuộm, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/muongthanh.hanoi.centre/
1565457393729463,Hoi An Travel Lodge,"126 Nguyễn Trường Tộ, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/hoiantravellodge/
1566832883549091,Hanoi Winter Hostel,"3 Thanh Ha, O Quan Chuong, Dong Xuan Ward, Hoan Kiem District, Hà Nội, Vietnam",https://www.facebook.com/Hanoi-Winter-Hostel-1566832883549091/
1571612506414924,Blue Sea Villas,77 Paseo Del Mediterraneo,https://www.facebook.com/blueseavillas/
157752174347327,Cosy,"Shotel_iddals Rd, Derby DE1 2QD, United Kingdom",https://www.facebook.com/hotelinbhaktapur/
158276791000095,Halong Phoenix Cruiser,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam",https://www.facebook.com/HalongPhoenixLuxury/
1583057775263020,Diamond Sea,"232 Vo Nguyen Giap Street, Danang, Phước Mỹ Sơn Trà Đà Nẵng, Vietnam",https://www.facebook.com/diamondseadanang/
1584091998527037,Hoi An Tnt Villa,"100 Tran Hung Dao, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/tntvillahoian/
158689674204368,Sofitel Legend Metropole Hanoi,15 Ngo Quyen Street Hoan Kiem District,https://www.facebook.com/SofitelLegendMetropole/
158875554458100,Hoi An Garden Palace & Spa,"311 Cửa Đại, Minh An, tp. Hội An, Quảng Nam 560000, Vietnam",https://www.facebook.com/HoiAnGardenPalace/
159149310881264,Ba Na Hills Mountain Resort,"Nhà máy nước Sân Bay, Trường Chinh, Hòa Thuận Tây, Đà Nẵng, Vietnam",https://www.facebook.com/banahillsmountainresort/
159290024082525,Khách sạn Camellia 6,"16 Trung Yên, Hàng Bạc, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/Camellia-Hotel-6-159290024082525/
159319357432792,Ha Noi Elegance Diamond,"32 Lò Sũ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/pages/Hanoi-Elegance-Diamond/159319357432792
1594988377422358,Hoi An Viet House,"313 Cửa Đại, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/Viet-House-1594988377422358/
1598432303718857,Khách sạn Eco Hanoi,"28 Cửa Đông, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/HanoiEcoHotel/
1599698676934263,Jasmine Homestay Hoi An,"Trần Nhân Tông, Cẩm Châu, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/jolievillahoianhomestay/
160393637349239,Khách sạn Impressive,"54-56 Ấu Triệu, Hàng Trống, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/pages/Hanoi-Impressive-Hotel-Hanoi/160393637349239
160766727622845,Carambola Homestay,"Trần Nhân Tông, Cẩm Châu, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/Carambola-Homestay-160766727622845/
1607889166093152,Halong Aclass Legend Cruise,"Trần Thái Tông, tp. Hạ Long, Yết Kiêu, Vietnam",https://www.facebook.com/pages/Aclass-Legend-Cruise-Ha-Long-Bay/1607889166093152
1609099752674729,Hanoi Delano,"52 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",https://www.facebook.com/hanohotel_idelano/
161719933937426,Hoang Linh,"Số 25, Ngõ 323, Đường Xuân Đỉnh, Huyện Từ Liêm, Hà Nội",https://www.facebook.com/hoanglinhhotel/
1617997831813684,Bai Tu Long Junks,"Hon Gai Port, Ha Long, Quảng Ninh, Vietnam",https://www.facebook.com/baitulongjunk/
1620387431560157,Huong My Beach Homestay,"Lạc Long Quân, Cửa Đại, tp. Hội An, Quảng Nam, Vietnam",https://www.facebook.com/huongmyhomestay/
1622139111336873,Khách sạn Esalen,"49/165 Ngõ 123, làng Vòng, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",https://www.facebook.com/Esalen-Hotel-1622139111336873/
1627504074157281,Khách sạn Hanoi Little Town,"Vietnam, 77 Hàng Lược, Hà Nội, Vietnam",https://www.facebook.com/HanoiLittleTownHotel/
1628854994067175,Hanoi Brother Inn,"21 Bán Đàn,, Hoàn Kiếm, Hà Nội 700000, Vietnam",https://www.facebook.com/pages/Hanoi-Brother-Inn/1628854994067175
1632065720402246,Avalon,"Phạm Văn Đồng,Da Nang, Vietnam",https://www.facebook.com/avalon.hotel.9/
1635432630065921,An Bang Beach Hhotel_ideaway,"Block 7, An Bang Village, Ward, tp. Hội An, Cẩm An 564070, Vietnam",https://www.facebook.com/alohahoteldanang/
1639889169610412,Camellia,"A10 Ngõ 34 Nguyễn Thị Định, Hanoi, Vietnam",https://www.facebook.com/camelliaspahnvn/
