user_id,hotel_id,is_like,is_comment,is_post,rate_star
100000578371323,100397536791106,1,0,0,5
100006241899264,100397536791106,1,0,0,1
1459502017,100397536791106,1,0,0,3
100000235516314,100607916712445,1,0,0,3
100000659781431,100607916712445,1,0,0,5
100001242435377,100607916712445,1,0,0,3
100001381903093,100607916712445,1,0,0,2
100003309140753,100607916712445,1,0,0,1
100003952834962,100607916712445,1,0,0,5
100004222001548,100607916712445,1,0,0,1
100006629220350,100607916712445,1,0,0,5
100008436736527,100607916712445,1,0,0,2
1062765807,100607916712445,1,1,0,5
100000597075136,101722066594591,1,0,0,1
100000860256014,101722066594591,1,0,0,3
100001120171890,101722066594591,1,0,0,1
100007031885346,101722066594591,1,0,0,1
1110744875,101722066594591,1,0,0,4
636816305,101722066594591,1,0,0,3
100000394324105,1017426538344910,1,0,0,2
100000626688897,1017426538344910,1,0,1,3
100000677735062,1017426538344910,1,1,0,5
100003198797886,1017426538344910,1,0,0,1
100003492893170,1017426538344910,1,0,0,2
100004800757500,1017426538344910,1,0,0,4
100005722772217,1017426538344910,1,1,0,5
100006534099054,1017426538344910,1,0,0,5
100007813424980,1017426538344910,1,1,0,5
1548843968,1017426538344910,1,0,0,2
1645594810,1017426538344910,1,0,0,4
1735077173,1017426538344910,1,0,0,2
523106544,1017426538344910,1,1,0,5
533128643,1017426538344910,1,0,0,4
544047245,1017426538344910,1,0,0,1
593580496,1017426538344910,1,0,0,4
807155633,1017426538344910,1,0,0,5
100001216737151,101780179935496,1,0,0,4
100001242435377,101780179935496,1,0,0,3
100003215818296,101780179935496,1,0,0,5
100003528552345,101780179935496,1,0,0,3
100004062829914,101780179935496,1,0,0,1
100005762172838,101780179935496,1,0,0,1
100008083714671,101780179935496,1,0,0,5
100000061796736,102598133184328,1,0,0,5
100002232678524,102598133184328,1,0,0,2
100002725731004,102598133184328,1,0,0,5
100003218603043,102598133184328,1,0,0,2
1692421234,102598133184328,1,0,0,2
100000210991837,1031480000248186,1,0,0,4
100000886877442,1031480000248186,1,0,0,1
100000985640250,1031480000248186,1,0,0,3
100001029637350,1031480000248186,1,0,0,1
100001437096610,1031480000248186,1,1,0,5
100003055999089,1031480000248186,1,0,0,4
100003327033785,1031480000248186,1,0,0,3
100003502375964,1031480000248186,1,0,0,3
100004067325352,1031480000248186,1,0,0,3
100009365907716,1031480000248186,1,0,0,3
1561450986,1031480000248186,1,1,0,5
787258337,1031480000248186,1,0,0,1
100008092560539,104988402951297,1,0,0,3
100000294952685,105713669505240,1,1,0,5
100000455265623,105713669505240,1,0,0,4
100000610473918,105713669505240,1,0,0,2
100001239895193,105713669505240,1,0,0,2
100002703609875,105713669505240,1,0,0,2
100006166922875,105713669505240,1,0,0,2
100006586350663,105713669505240,1,0,0,1
100011236350658,105713669505240,1,0,0,5
100005115451644,106185126212276,1,0,0,4
100000001492967,1070723119658555,1,0,0,4
100000065530823,1070723119658555,1,0,0,4
100000074343625,1070723119658555,1,0,0,2
100000608978968,1070723119658555,1,1,0,5
100003071666556,1070723119658555,1,0,0,4
100003556803905,1070723119658555,1,0,0,5
100003850440442,1070723119658555,1,0,0,2
100004497693640,1070723119658555,1,0,0,3
100011214003135,1070723119658555,1,1,1,5
538764216,1070723119658555,1,1,0,5
578755656,1070723119658555,1,1,0,5
100001229906490,1071725402860921,1,0,0,5
100003236513165,1071725402860921,1,0,0,5
100003652962819,1071725402860921,1,0,0,1
100005084717784,1071725402860921,1,0,0,4
100007006482558,1071725402860921,1,1,0,5
100010595915030,1071725402860921,1,0,0,4
100010865657945,1071725402860921,1,0,0,1
1305444307,1071725402860921,1,0,0,5
100001531192967,107235939358697,1,0,0,5
100002740460458,107235939358697,1,0,0,5
100002906726837,107235939358697,1,0,0,1
100004032027029,107235939358697,1,0,0,1
100004164785557,107235939358697,1,0,0,2
1086484184,107235939358697,1,0,0,1
1503186400,107235939358697,1,0,0,1
100000439601982,107466496045933,1,0,0,5
100002656112882,107466496045933,1,0,0,3
100005333133083,107466496045933,1,0,0,5
100005786701641,107466496045933,1,0,0,5
100007018505569,107466496045933,1,0,0,2
100008112007916,107466496045933,1,0,0,4
100008630375111,107466496045933,1,0,0,2
100009176100669,107466496045933,1,0,0,4
100001371733795,108848622539178,1,0,0,3
100001740518964,108848622539178,1,0,0,1
100001905701787,108848622539178,1,0,0,2
100003076786655,108848622539178,1,0,0,3
100003202186540,108848622539178,1,0,0,1
100003264008694,108848622539178,1,0,0,2
100004126713133,108848622539178,1,0,0,2
100005524664171,108848622539178,1,0,0,5
693033306,108848622539178,1,0,0,5
752990250,108848622539178,1,0,0,2
100000274670282,109924292681661,1,0,0,1
100001562593560,109924292681661,1,0,0,2
100001734506708,109924292681661,1,0,0,5
100002481720014,109924292681661,1,0,0,1
100004001484811,109924292681661,1,0,0,5
100004222873051,109924292681661,1,0,0,1
100005717707855,109924292681661,1,0,0,1
100009476706534,109924292681661,1,0,0,4
100009800073291,109924292681661,1,1,0,5
100010679560172,109924292681661,1,1,0,5
100011081377101,109924292681661,1,1,0,5
100011113771048,109924292681661,1,0,0,1
1187382679,109924292681661,1,0,0,2
1832080536,109924292681661,1,1,0,5
100000488795357,110449969042552,1,0,0,5
100001655902883,110449969042552,1,0,0,3
100002720273083,110449969042552,1,0,0,5
100003547343135,110449969042552,1,0,0,4
100003837857275,110449969042552,1,0,0,5
100004573328572,110449969042552,1,0,0,3
100005379189185,110449969042552,1,0,0,4
100000104815318,1110145009064097,1,0,0,3
100000113872361,1110145009064097,1,0,0,5
100000211877514,1110145009064097,1,0,0,5
100000415164509,1110145009064097,1,1,0,5
100001229906490,1110145009064097,1,0,0,5
100002794687381,1110145009064097,1,0,0,2
100003012707471,1110145009064097,1,0,0,4
100003129836578,1110145009064097,1,0,0,2
100003732322789,1110145009064097,1,0,0,5
100009476706534,1110145009064097,1,0,0,4
100010520113794,1110145009064097,1,1,0,5
100010865657945,1110145009064097,1,0,0,5
1264844111,1110145009064097,1,0,0,4
14101302,1110145009064097,1,0,0,5
1728737778,1110145009064097,1,0,0,1
624454194,1110145009064097,1,0,0,2
647543683,1110145009064097,1,0,0,5
766612689,1110145009064097,1,1,0,5
844152499,1110145009064097,1,0,0,2
863480440,1110145009064097,1,0,0,1
100002935299639,111455759192424,1,0,0,4
100003791426441,111455759192424,1,0,0,2
100006425244648,111455759192424,1,0,0,1
100009623978861,111455759192424,1,0,0,5
699100876,111455759192424,1,0,0,1
100000971012080,1148898871791499,1,0,0,4
100001029637350,1148898871791499,1,0,0,3
100001508032831,1148898871791499,1,0,0,5
100003143914807,1148898871791499,1,0,0,5
100004223441342,1148898871791499,1,0,0,2
100004329782293,1148898871791499,1,0,0,5
100002942755682,115027925337882,1,0,0,5
100003010600004,115027925337882,1,0,0,3
100004063310694,115027925337882,1,0,0,3
100005742132637,115027925337882,1,0,0,3
100007714936500,115027925337882,1,0,0,1
1512996372,115027925337882,1,0,0,5
657806935,115027925337882,1,0,0,5
100000022404746,116431445169619,1,0,0,5
