,0,1,2,3,4,5,6,7,8,9
100006460242923,211418062225555,155415196088,670533439634662,355318834582376,164636565409,158689674204368,411461885661959,1431622807089649,439921372737138,177852742263101
100006660042941,155415196088,359010427525572,211418062225555,670533439634662,1431622807089649,153930936150,485786431445960,360146510790751,1437932199754399,254112971271550
100006918168643,158689674204368,217691105052968,450653978389027,485786431445960,926555167359486,153930936150,533073550096928,182147415149455,518898878175981,146373752131063
100006996340435,164636565409,1437932199754399,184104295002919,286328794792713,355318834582376,161719933937426,211418062225555,164443800279534,1486141631617711,405037762927149
100009431135164,771535426236551,164636565409,217691105052968,212192215580475,670533439634662,158689674204368,485786431445960,395874417233821,439921372737138,469965193057993
100010315452848,211418062225555,117843318367122,158689674204368,755009684522390,355318834582376,164636565409,655465514521111,465704200150560,670533439634662,308822925903893
100011033164961,155415196088,1437932199754399,655465514521111,211418062225555,465704200150560,1431622807089649,926555167359486,485786431445960,184104295002919,117843318367122
1306351711,211418062225555,469965193057993,262929017175213,670533439634662,518898878175981,164636565409,308822925903893,355318834582376,395874417233821,1437932199754399
1322016324,155415196088,217691105052968,436613806496861,655465514521111,164636565409,355318834582376,338116306284202,211418062225555,518898878175981,186513324707814
1519237200,355318834582376,518898878175981,133247926884581,262929017175213,308822925903893,211418062225555,1494626907472131,485786431445960,184104295002919,670533439634662
1598370104,211418062225555,355318834582376,485786431445960,1431622807089649,207161862741164,469965193057993,436613806496861,120230848080105,713821132013725,117843318367122
1666551774,158689674204368,211418062225555,670533439634662,323940062859,485786431445960,164636565409,153930936150,518898878175981,286328794792713,182976228467232
1670277017,155415196088,1437932199754399,670533439634662,1479410105631173,211418062225555,469965193057993,158689674204368,161719933937426,755009684522390,533073550096928
519671326,164636565409,211418062225555,1437932199754399,771535426236551,755009684522390,405037762927149,355318834582376,469965193057993,120230848080105,158689674204368
623843766,164636565409,355318834582376,117843318367122,211418062225555,1431622807089649,307887762562072,411461885661959,207161862741164,359010427525572,727283567282040
639236266,155415196088,411461885661959,1437932199754399,164636565409,184104295002919,158689674204368,485786431445960,439921372737138,670533439634662,213011165430942
737984834,211418062225555,713821132013725,360146510790751,158689674204368,667509943311630,110449969042552,308822925903893,450653978389027,305305996195134,207161862741164
100003302131170,338116306284202,177852742263101,158689674204368,359010427525572,164636565409,485786431445960,217691105052968,655465514521111,305305996195134,207161862741164
1033042998,670533439634662,155415196088,305305996195134,1437932199754399,207161862741164,655465514521111,355318834582376,211418062225555,164636565409,451125094971218
1061286240,155415196088,158689674204368,211418062225555,164636565409,670533439634662,469965193057993,439921372737138,262929017175213,713821132013725,667826629949888
1598077508,670533439634662,372832266226334,485786431445960,211418062225555,164636565409,359010427525572,217691105052968,355318834582376,713821132013725,439921372737138
667012212,155415196088,465704200150560,727283567282040,158689674204368,211418062225555,670533439634662,386201611531603,1437932199754399,210824802405318,262929017175213
100000001838110,155415196088,211418062225555,164636565409,670533439634662,1437932199754399,360146510790751,207161862741164,158689674204368,469965193057993,343606679138879
100000002604450,211418062225555,670533439634662,1437932199754399,184373381695254,186513324707814,308822925903893,667826629949888,355318834582376,360146510790751,1673394289542542
100000003027681,155415196088,211418062225555,485786431445960,217691105052968,1437932199754399,177852742263101,360146510790751,670533439634662,305305996195134,153930936150
100000003911051,164636565409,211418062225555,155415196088,713821132013725,411461885661959,667826629949888,177852742263101,217691105052968,469965193057993,186513324707814
100000005145400,155415196088,1437932199754399,670533439634662,164636565409,211418062225555,469965193057993,450653978389027,217691105052968,395874417233821,338116306284202
100000006414987,1437932199754399,164636565409,713821132013725,411461885661959,211418062225555,158689674204368,120230848080105,469965193057993,360146510790751,305305996195134
100000006542166,164636565409,155415196088,286328794792713,485786431445960,713821132013725,655465514521111,355318834582376,158689674204368,305305996195134,359010427525572
100000007146226,155415196088,670533439634662,158689674204368,204179999622558,164636565409,875179239239325,1431622807089649,360146510790751,771535426236551,247893948745635
100000007709176,713821132013725,355318834582376,207161862741164,164636565409,360146510790751,155415196088,465704200150560,667826629949888,184373381695254,411461885661959
100000008634737,395874417233821,211418062225555,1437932199754399,469965193057993,670533439634662,164636565409,355318834582376,305305996195134,146373752131063,360146510790751
100000008724871,211418062225555,164636565409,670533439634662,359010427525572,1437932199754399,262929017175213,465704200150560,850047381738094,158689674204368,485786431445960
100000012559110,211418062225555,667509943311630,158689674204368,305305996195134,1673394289542542,164636565409,469965193057993,262929017175213,713821132013725,926555167359486
100000014811515,164636565409,1437932199754399,338116306284202,713821132013725,1486141631617711,186513324707814,395874417233821,355318834582376,439921372737138,670533439634662
100000015196329,155415196088,164636565409,1673394289542542,338116306284202,355318834582376,360146510790751,485786431445960,1437932199754399,177852742263101,359010427525572
100000015315103,211418062225555,158689674204368,655465514521111,1494626907472131,262929017175213,177852742263101,670533439634662,771535426236551,186513324707814,146373752131063
100000020155049,155415196088,164636565409,211418062225555,146373752131063,655465514521111,469965193057993,360146510790751,368312989951281,395874417233821,177852742263101
100000020546297,518898878175981,155415196088,305305996195134,146373752131063,120230848080105,513785732037204,355318834582376,373884852802926,667509943311630,172095542845814
100000020984894,469965193057993,1437932199754399,211418062225555,155415196088,177852742263101,158689674204368,1431622807089649,1673394289542542,670533439634662,439921372737138
100000022037301,155415196088,1431622807089649,164636565409,355318834582376,110449969042552,670533439634662,158689674204368,465704200150560,120230848080105,1437932199754399
100000022063998,164636565409,308822925903893,211418062225555,155415196088,485991018197585,360146510790751,207161862741164,355318834582376,338116306284202,436613806496861
100000022601707,155415196088,186513324707814,164636565409,177852742263101,204179999622558,670533439634662,158689674204368,1431622807089649,1486141631617711,207161862741164
100000024735342,155415196088,211418062225555,670533439634662,439921372737138,360146510790751,713821132013725,155155304551627,338116306284202,177852742263101,372832266226334
100000028326286,1437932199754399,155415196088,360146510790751,395874417233821,355318834582376,1431622807089649,164636565409,411461885661959,670533439634662,1517887281761033
100000031118991,155415196088,211418062225555,1437932199754399,469965193057993,164636565409,670533439634662,518898878175981,465704200150560,217691105052968,713821132013725
100000031540532,155415196088,355318834582376,207161862741164,305305996195134,220075471523469,469965193057993,359010427525572,262929017175213,670533439634662,1430101293925015
100000032542618,155415196088,308822925903893,485786431445960,164636565409,133247926884581,155155304551627,395874417233821,439921372737138,172095542845814,211418062225555
100000035637671,411461885661959,155415196088,485786431445960,211418062225555,670533439634662,158689674204368,355318834582376,164636565409,713821132013725,655465514521111
100000038509577,164636565409,670533439634662,155415196088,713821132013725,211418062225555,411461885661959,110449969042552,1431622807089649,439921372737138,469965193057993
100000056379390,211418062225555,159319357432792,155415196088,286328794792713,670533439634662,1486141631617711,404504799581024,207161862741164,485786431445960,667826629949888
100000075624269,211418062225555,158689674204368,222601121190472,1486141631617711,469965193057993,771535426236551,405037762927149,755009684522390,453068184803476,451125094971218
100000091444517,211418062225555,1431622807089649,262929017175213,153930936150,655465514521111,771535426236551,670533439634662,117843318367122,146373752131063,308822925903893
100000094177915,308822925903893,211418062225555,155415196088,655465514521111,164636565409,411461885661959,485786431445960,338116306284202,153930936150,117843318367122
100000125409787,155415196088,153930936150,713821132013725,117843318367122,355318834582376,360146510790751,110449969042552,395874417233821,211418062225555,177852742263101
100000139578020,155415196088,204179999622558,182147415149455,485786431445960,1571612506414924,398256740235752,954261671268592,177852742263101,168130960003446,158689674204368
100000148213997,158689674204368,164636565409,211418062225555,518898878175981,1494626907472131,217691105052968,177852742263101,161719933937426,355318834582376,670533439634662
100000154662520,155415196088,485786431445960,186513324707814,211418062225555,518898878175981,713821132013725,117843318367122,1437932199754399,305305996195134,450653978389027
100000182911565,262929017175213,164636565409,158689674204368,485786431445960,670533439634662,211418062225555,713821132013725,440699882708692,355318834582376,469965193057993
100000185810386,211418062225555,439921372737138,155415196088,158689674204368,177852742263101,207161862741164,655465514521111,1673394289542542,366146210112584,161719933937426
100000204015308,211418062225555,177852742263101,360146510790751,305305996195134,518898878175981,153930936150,120230848080105,172095542845814,207161862741164,164636565409
100000206175443,164636565409,713821132013725,670533439634662,1486141631617711,1437932199754399,155415196088,533073550096928,158689674204368,469965193057993,395874417233821
100000227956283,211418062225555,158689674204368,186513324707814,439921372737138,1437932199754399,670533439634662,518898878175981,254112971271550,655465514521111,182976228467232
100000237783119,164636565409,211418062225555,204179999622558,207161862741164,755009684522390,158689674204368,186513324707814,411461885661959,164443800279534,217691105052968
100000246334862,164636565409,177852742263101,158689674204368,1417201508570124,926555167359486,305305996195134,485786431445960,211418062225555,1431622807089649,217691105052968
100000258270676,155415196088,211418062225555,1571612506414924,120230848080105,155155304551627,164636565409,670533439634662,1494626907472131,177852742263101,713821132013725
100000262697327,164636565409,158689674204368,670533439634662,360146510790751,713821132013725,411461885661959,1437932199754399,469965193057993,667509943311630,286328794792713
100000280986256,155415196088,705451069470296,360146510790751,338116306284202,211418062225555,305305996195134,469965193057993,159319357432792,110449969042552,148592598530893
100000314622333,155415196088,211418062225555,355318834582376,1486141631617711,411461885661959,164636565409,485786431445960,359010427525572,670533439634662,360146510790751
100000359517051,155415196088,177852742263101,120230848080105,211418062225555,161719933937426,485786431445960,164636565409,146373752131063,355318834582376,153930936150
100000372097508,204179999622558,117843318367122,713821132013725,211418062225555,207161862741164,155415196088,164636565409,465704200150560,308822925903893,286328794792713
100000387923841,308822925903893,177852742263101,395874417233821,164636565409,133247926884581,926555167359486,164443800279534,1437932199754399,286328794792713,439921372737138
100000505024702,155415196088,161719933937426,713821132013725,451125094971218,158689674204368,177852742263101,164636565409,1571612506414924,286328794792713,288771624653441
100000516152018,155415196088,177852742263101,436613806496861,164636565409,158689674204368,440699882708692,338116306284202,180030915345034,164443800279534,465704200150560
100000524321454,713821132013725,155415196088,210824802405318,359010427525572,485786431445960,164636565409,771535426236551,211418062225555,1437932199754399,177852742263101
100000534176829,211418062225555,670533439634662,155415196088,338116306284202,465704200150560,355318834582376,158689674204368,1431622807089649,323940062859,373884852802926
100000540110220,164636565409,305305996195134,211418062225555,469965193057993,133247926884581,582704741815201,670533439634662,360146510790751,462266583941871,146373752131063
100000550722096,177852742263101,1431622807089649,670533439634662,395874417233821,771535426236551,262929017175213,355318834582376,222601121190472,1437932199754399,485786431445960
100000560373322,211418062225555,120230848080105,177852742263101,155415196088,469965193057993,164636565409,850047381738094,1437932199754399,207161862741164,1673394289542542
100000633337064,217691105052968,207161862741164,211418062225555,582704741815201,436613806496861,184104295002919,286328794792713,485786431445960,355318834582376,155415196088
100000698141752,164636565409,670533439634662,469965193057993,655465514521111,667826629949888,158689674204368,211418062225555,155415196088,308822925903893,146373752131063
100000735842980,153930936150,386201611531603,262929017175213,159319357432792,219178058280346,172095542845814,308822925903893,211418062225555,254112971271550,439921372737138
100000810083170,155415196088,211418062225555,405037762927149,670533439634662,1494626907472131,212192215580475,533073550096928,177852742263101,667509943311630,485786431445960
100000832309403,120477108108421,155415196088,217691105052968,211418062225555,450653978389027,713821132013725,305305996195134,1673394289542542,485786431445960,355318834582376
100000846077971,211418062225555,155415196088,359010427525572,411461885661959,365683270164409,670533439634662,1430101293925015,1431622807089649,172095542845814,485786431445960
100000861415627,713821132013725,186513324707814,355318834582376,158689674204368,155415196088,164636565409,1437932199754399,1431622807089649,670533439634662,667826629949888
100000969833042,155415196088,286328794792713,211418062225555,117843318367122,355318834582376,158689674204368,518898878175981,338116306284202,755009684522390,288771624653441
100000977786814,155415196088,485786431445960,655465514521111,1437932199754399,247893948745635,355318834582376,338116306284202,211418062225555,308822925903893,206407909507924
100000986980889,155415196088,469965193057993,1437932199754399,164636565409,1431622807089649,338116306284202,217691105052968,359010427525572,465704200150560,485786431445960
100000997061036,164636565409,670533439634662,155415196088,1431622807089649,485786431445960,1402053123339962,395874417233821,518898878175981,186513324707814,204179999622558
100001017743059,120230848080105,713821132013725,155415196088,164636565409,405037762927149,211418062225555,771535426236551,158689674204368,667509943311630,110449969042552
100001036962807,485786431445960,164443800279534,155415196088,1486141631617711,120230848080105,158689674204368,211418062225555,110449969042552,670533439634662,204179999622558
100001135916578,211418062225555,164636565409,120230848080105,355318834582376,395874417233821,117843318367122,670533439634662,177852742263101,359010427525572,155415196088
100001147504083,713821132013725,1417201508570124,164636565409,158689674204368,211418062225555,184104295002919,236935129681684,469965193057993,177852742263101,262929017175213
100001211029412,155415196088,360146510790751,146373752131063,286328794792713,153930936150,1437932199754399,262929017175213,469965193057993,465704200150560,186513324707814
100001236394012,155415196088,323940062859,120230848080105,211418062225555,518898878175981,1437932199754399,667509943311630,153930936150,465704200150560,670533439634662
100001276477282,155415196088,1673394289542542,211418062225555,164636565409,405037762927149,713821132013725,217691105052968,186513324707814,667826629949888,771535426236551
100001292307069,155415196088,211418062225555,164636565409,670533439634662,286328794792713,338116306284202,120230848080105,153930936150,164443800279534,655465514521111
100001335317933,161719933937426,155415196088,286328794792713,1431622807089649,771535426236551,164636565409,207161862741164,217691105052968,462266583941871,321382084661497
100001373619118,155415196088,211418062225555,469965193057993,120230848080105,360146510790751,158689674204368,164636565409,713821132013725,485786431445960,398256740235752
100001380631278,411461885661959,164636565409,155415196088,465704200150560,211418062225555,177852742263101,1437932199754399,305305996195134,262929017175213,713821132013725
100001448486935,469965193057993,360146510790751,158689674204368,359010427525572,221652474655457,177852742263101,343606679138879,451125094971218,771535426236551,1437932199754399
100001591751323,713821132013725,164636565409,1437932199754399,211418062225555,177852742263101,670533439634662,158689674204368,1486141631617711,411461885661959,667826629949888
100001598546521,255163191262710,158689674204368,1431622807089649,155415196088,164636565409,211418062225555,355318834582376,171567263038699,518898878175981,713821132013725
100001606565162,1437932199754399,161719933937426,405037762927149,670533439634662,164636565409,465704200150560,662404743778256,803869132985727,469965193057993,159319357432792
100001611628578,1417201508570124,1437932199754399,155415196088,713821132013725,360146510790751,355318834582376,439921372737138,164636565409,771535426236551,485786431445960
100001682763431,155415196088,405037762927149,485786431445960,184104295002919,161719933937426,359010427525572,670533439634662,1494626907472131,164443800279534,153930936150
100001758205997,155415196088,343606679138879,1417201508570124,440699882708692,211418062225555,655465514521111,485786431445960,395874417233821,850047381738094,247893948745635
100001788107495,655465514521111,211418062225555,398256740235752,338116306284202,713821132013725,771535426236551,177852742263101,184104295002919,667509943311630,133247926884581
100001862587747,155415196088,164636565409,485786431445960,355318834582376,439921372737138,158689674204368,338116306284202,670533439634662,217691105052968,262929017175213
100001913598791,155415196088,485786431445960,158689674204368,153930936150,1431622807089649,359010427525572,755009684522390,212192215580475,1437932199754399,217691105052968
100001927096613,120230848080105,164636565409,211418062225555,355318834582376,212192215580475,705451069470296,518898878175981,670533439634662,262929017175213,404504799581024
100001934884830,155415196088,771535426236551,1431622807089649,120230848080105,211418062225555,164636565409,359010427525572,533073550096928,469965193057993,465704200150560
100001945585533,155415196088,360146510790751,213011165430942,308822925903893,212192215580475,211418062225555,1673394289542542,355318834582376,439921372737138,667826629949888
100002023041656,155415196088,211418062225555,667509943311630,164636565409,1437932199754399,405037762927149,207161862741164,182147415149455,120230848080105,1431622807089649
100002029145183,155415196088,211418062225555,158689674204368,164636565409,120230848080105,360146510790751,670533439634662,217691105052968,321382084661497,237499406262888
100002040315377,158689674204368,355318834582376,164636565409,670533439634662,155415196088,359010427525572,177852742263101,485786431445960,153930936150,313922805328424
100002086383319,713821132013725,1417201508570124,211418062225555,158689674204368,439921372737138,155415196088,355318834582376,670533439634662,177852742263101,1437932199754399
100002117640992,155415196088,211418062225555,1437932199754399,670533439634662,713821132013725,155155304551627,120230848080105,411461885661959,469965193057993,360146510790751
100002193972053,1486141631617711,164636565409,411461885661959,1431622807089649,186513324707814,667826629949888,180030915345034,1437932199754399,1417201508570124,155415196088
100002206218166,155415196088,405037762927149,154417887804,164636565409,655465514521111,153930936150,211418062225555,518898878175981,395874417233821,1650963588453980
100002346431692,155415196088,360146510790751,159319357432792,485786431445960,207161862741164,164636565409,172095542845814,465704200150560,182976228467232,394272164084536
100002354915202,164636565409,485786431445960,211418062225555,355318834582376,395874417233821,153930936150,212192215580475,439921372737138,670533439634662,655465514521111
100002375590481,155415196088,164636565409,355318834582376,338116306284202,360146510790751,217691105052968,485786431445960,186513324707814,120230848080105,1437932199754399
