,0,1,2,3,4,5,6,7,8,9
100003578394855,323940062859,1424009947843059,1430179450611070,1532170243748316,126883330726174,,,,,
100002204995250,1070723119658555,929778327061583,313922805328424,973241522755751,340415042822036,503706833117673,1532170243748316,,,
100000701289508,563917740343279,276309149200455,480461572136306,1430179450611070,,,,,,
100000878311758,563917740343279,1424009947843059,1486141631617711,503706833117673,,,,,,
100001588634391,212192215580475,1424009947843059,929778327061583,1430179450611070,,,,,,
100001857906991,151462301571537,1470515046537744,1424009947843059,126883330726174,,,,,,
100001891591957,313922805328424,480461572136306,340415042822036,126883330726174,,,,,,
100002336090767,563917740343279,313922805328424,503706833117673,1430179450611070,,,,,,
100002569320128,323940062859,480461572136306,340415042822036,126883330726174,,,,,,
100004012157097,411461885661959,212192215580475,563917740343279,340415042822036,,,,,,
100004596066106,1571612506414924,1470515046537744,313922805328424,1430179450611070,,,,,,
100004603204849,151462301571537,1486141631617711,212192215580475,973241522755751,,,,,,
1009975337,936624199834683,1486141631617711,503706833117673,1532170243748316,,,,,,
1269601086,1070723119658555,973241522755751,480461572136306,126883330726174,,,,,,
1377879867,276309149200455,929778327061583,973241522755751,340415042822036,,,,,,
1612705947,563917740343279,212192215580475,1532170243748316,126883330726174,,,,,,
1801827367,1070723119658555,1486141631617711,1532170243748316,126883330726174,,,,,,
1831020980,276309149200455,313922805328424,1430179450611070,126883330726174,,,,,,
510655554,1470515046537744,1070723119658555,1424009947843059,1430179450611070,,,,,,
526488329,276309149200455,929778327061583,1070723119658555,503706833117673,,,,,,
597159672,411461885661959,340415042822036,1532170243748316,126883330726174,,,,,,
641594020,480461572136306,503706833117673,1430179450611070,126883330726174,,,,,,
653416471,1070723119658555,480461572136306,1532170243748316,340415042822036,,,,,,
714266983,936624199834683,313922805328424,1486141631617711,1532170243748316,,,,,,
764534674,365683270164409,276309149200455,973241522755751,503706833117673,,,,,,
821310466,936624199834683,929778327061583,411461885661959,1486141631617711,,,,,,
