,0,1,2,3,4,5,6,7,8,9
100000210991837,159149310881264,1641113002774786,1408835689351854,485786431445960,325201384355552,1417201508570124,1031480000248186,1639889169610412,357087731145410,432709946920057
100004001484811,380393478720744,655465514521111,1437747696466053,1430179450611070,560685973988328,1599698676934263,705801106193013,629237600450474,850047381738094,211418062225555
100009476706534,159149310881264,1437747696466053,1599698676934263,189209361267196,170116179701045,64407053782,323940062859,1436297906653392,1678659992376911,395874417233821
100011081377101,325201384355552,1011425698944887,485786431445960,440699882708692,313922805328424,409665505900094,1510039339289192,286328794792713,105713669505240,125187904254346
100000113872361,159149310881264,1502218643346817,1599698676934263,210824802405318,1571612506414924,561051297367095,1454144494900698,258388887666871,211418062225555,265312270305501
100003732322789,1571612506414924,219178058280346,105713669505240,1599698676934263,286328794792713,159149310881264,208028559374693,323940062859,1470426779871002,325201384355552
624454194,159149310881264,525045287564418,1402376883388507,105713669505240,1502218643346817,1532170243748316,109924292681661,211418062225555,453068184803476,480461572136306
100006471293514,159149310881264,1599698676934263,439921372737138,323940062859,655465514521111,395874417233821,265312270305501,595185820539511,1437747696466053,973241522755751
621959503,125187904254346,159149310881264,325201384355552,323940062859,973241522755751,1436297906653392,172095542845814,1437747696466053,1571612506414924,655465514521111
640462907,159149310881264,485786431445960,1599698676934263,1532170243748316,172095542845814,325201384355552,323940062859,265312270305501,1017426538344910,808997689166234
100000980827709,1599698676934263,323940062859,237499406262888,395874417233821,210824802405318,1417201508570124,202137749822421,125187904254346,147680342090458,640106616045345
1399539645,159149310881264,411066462403202,579557175450439,261974837152869,1532170243748316,640106616045345,303758469717843,1571612506414924,265852303600364,400664656674940
100007947495506,159149310881264,164636565409,1571612506414924,219178058280346,395874417233821,972516892810156,1628854994067175,131762750235333,443065779144867,172095542845814
100000187826779,1599698676934263,159149310881264,325201384355552,1571612506414924,461300670678750,237499406262888,211418062225555,1417201508570124,1011425698944887,323940062859
100000254888202,1599698676934263,1532170243748316,525045287564418,485786431445960,314326828711902,343606679138879,211418062225555,411461885661959,409665505900094,1571612506414924
100002155621436,1599698676934263,485786431445960,325201384355552,1532170243748316,237499406262888,404504799581024,463578457148999,210824802405318,411461885661959,973241522755751
100001427629931,1599698676934263,189209361267196,159149310881264,655465514521111,357087731145410,1571612506414924,172095542845814,395874417233821,525045287564418,210824802405318
100007616538060,159149310881264,525045287564418,1525024751057588,323940062859,655465514521111,561051297367095,1454144494900698,202137749822421,1609099752674729,973241522755751
100004271229653,305305996195134,159149310881264,1599698676934263,395874417233821,1494626907472131,115027925337882,973241522755751,1417201508570124,1430179450611070,323940062859
