,0,1,2,3,4,5,6,7,8,9
100000578371323,715133925244500,137450959610835,355318834582376,120190574818017,233138226821503,244002889050025,1560882577459623,116431445169619,133963350115334,308268632610316
100006241899264,338116306284202,320261401488706,355318834582376,120230848080105,159290024082525,1560190850934444,135324866614935,244002889050025,261151587357260,184231331757687
1459502017,284192361685693,1560190850934444,1457297761177651,135324866614935,464778293624920,120230848080105,305305996195134,155155304551627,116431445169619,713821132013725
100000235516314,284192361685693,344230349032155,233138226821503,219178058280346,338116306284202,244002889050025,159290024082525,179007188862336,371017579635682,626454007403666
100000659781431,489938871070471,265852303600364,515124948593252,939570162735921,135324866614935,1648090875463647,168130960003446,1488754444722971,1408835689351854,158276791000095
100001242435377,284192361685693,1408857476042865,120190574818017,120230848080105,159290024082525,320261401488706,207161862741164,265312270305501,233134410079643,1071725402860921
100001381903093,1560190850934444,284192361685693,233138226821503,130538853765270,934796066554490,815389731877054,265312270305501,561051297367095,355318834582376,1470426779871002
100003309140753,284192361685693,130538853765270,233134410079643,120190574818017,133963350115334,629237600450474,120230848080105,344230349032155,371017579635682,244002889050025
100003952834962,284192361685693,1470426779871002,233138226821503,184231331757687,244002889050025,371017579635682,261151587357260,561051297367095,338116306284202,159290024082525
100004222001548,244002889050025,120230848080105,233138226821503,284192361685693,135324866614935,715133925244500,815389731877054,370071059683160,315714985299528,629237600450474
100006629220350,207161862741164,172095542845814,120230848080105,1457297761177651,715133925244500,135324866614935,320261401488706,184491621904997,464778293624920,284192361685693
100008436736527,305305996195134,144118052297565,244002889050025,315714985299528,133963350115334,370071059683160,1457297761177651,219178058280346,629237600450474,213802148654012
100000597075136,182147415149455,131612670518879,309608585839366,158276791000095,64407053782,437240659655065,1617997831813684,244002889050025,310751605606243,144825518925111
100000860256014,371017579635682,130538853765270,179007188862336,1560882577459623,355318834582376,1525024751057588,233138226821503,626454007403666,159290024082525,133963350115334
100001120171890,233138226821503,355318834582376,1408857476042865,305305996195134,284192361685693,244002889050025,371017579635682,159290024082525,338116306284202,1071725402860921
100007031885346,305305996195134,184491621904997,284192361685693,338116306284202,130538853765270,233138226821503,244002889050025,371017579635682,184231331757687,325201384355552
1110744875,143738609018931,219178058280346,284192361685693,464778293624920,159290024082525,315714985299528,233134410079643,305305996195134,1408857476042865,207161862741164
636816305,284192361685693,219178058280346,338116306284202,815389731877054,207161862741164,120190574818017,305305996195134,135324866614935,1408857476042865,233138226821503
100000394324105,305305996195134,344230349032155,120230848080105,135324866614935,1560190850934444,155155304551627,233138226821503,209473922596356,357087731145410,713821132013725
100003198797886,284192361685693,344230349032155,133963350115334,713821132013725,463020013807000,233138226821503,120190574818017,116431445169619,137450959610835,1417576401790730
100003492893170,244002889050025,713821132013725,144118052297565,1565114553727067,237547776333590,207355162761003,307887762562072,305305996195134,137450959610835,172095542845814
100004800757500,233138226821503,159290024082525,629237600450474,284192361685693,133963350115334,244002889050025,371017579635682,1560190850934444,563917740343279,120230848080105
100006534099054,120230848080105,184231331757687,284192361685693,213802148654012,715133925244500,244002889050025,265312270305501,371017579635682,233138226821503,815389731877054
1548843968,715133925244500,371017579635682,1560882577459623,629237600450474,1560190850934444,233138226821503,133963350115334,626454007403666,357087731145410,463020013807000
